material,Vset,Vreset,dt,endurance,latency,energy
Al2O3,3.499120338307595,-3.7936948740498413,5.0165255005072945e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.6569068127936877,-3.716459688225996,5.016910523599909e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.287206028303376,-1.021646976549163,5.017976837301115e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
Al2O3,3.839740700628477,-3.9074215146296427,5.015857717603174e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,1.1727150564308413,-3.6875657406453253,5.017838189153347e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
HfO2,3.765799471212535,-3.471387819144065,5.017469340190692e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.5399252367445806,-3.632560199632825,5.0168294969463993e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.099952969598202,-3.339235631914727,5.018802595650604e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.422659501230167,-1.0935131610210225,5.016931005045201e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
Al2O3,3.4142274601057654,-1.0214164369035554,5.017580315322975e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
Al2O3,3.330585118689256,-3.5183692411679854,5.015961051267945e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.554578095768542,-1.1385354389728257,5.0171194121979437e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
TiO2,3.548483793742216,-3.7586731770699444,5.0177148320657644e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.5706833864114422,-3.3815947957570605,5.0174075899194147e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.7954901168941957,-3.728268903546241,5.015806935950583e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.842576135787527,-3.799230894128876,5.0190128284586695e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.4255764186859574,-3.4330492642035533,5.020418246521708e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,1.2526394446985012,-3.635064220095938,5.0191172735702475e-08,362287.1689926989,7.824620240626246e-07,2.905099216743423e-10
HfO2,3.6713306465816578,-3.603112598096478,5.01834288950665e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.3533729819491835,-1.3982678017157846,5.0157899017456094e-08,63919970.06626337,1.239203584191273e-08,1.071441510167026e-09
HfO2,3.8473267912375286,-3.9300858494013933,5.018429786617164e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.772149049912789,-3.7697635208145406,5.016528742722594e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.6291812684205578,-3.743639006425012,5.0182891644137516e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.5300450511267076,-3.6063449262332132,5.0183318558830386e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.773634435253289,-3.9122854344395095,5.01785943477586e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.698138429319684,-3.500244008437356,5.018874949489494e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.667157300672497,-3.7660171140316367,5.0172376649250855e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.77199906385077,-3.8845853421142844,5.0177130952561005e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.2637977138836893,-3.3850764423739585,5.016539173417447e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.6378467071737157,-3.6579719002917592,5.017378835431949e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.318485283725643,-3.2754886903894347,5.0182000104163326e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,1.3042998837483812,-3.2634433133996383,5.0189303792781924e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
Al2O3,1.5568434754920972,-3.438522373388492,5.015865039254072e-08,280235856.79527503,1.2482047395678819e-08,4.3865394649955647e-10
Al2O3,3.3692066796613735,-3.620315900455622,5.0176601199677583e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,1.5026006806278487,-3.5715284760442687,5.0176242228713285e-08,280235856.79527503,4.1149064600176644e-08,3.9417229202864945e-10
TiO2,1.3392305195327452,-3.55710349254918,5.0183428887588293e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
HfO2,3.7845773294068996,-3.8443378586549684,5.0176540744484725e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,0.993437338475559,-0.943552393781927,5.017628246195522e-08,9494787455.80712,1.0122100206899631e-06,6.163505643363987e-11
Al2O3,3.51742003871733,-3.5933382439134394,5.017737016546311e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.801811518053312,-3.869496570078788,5.016365803647219e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.765168229986865,-3.76929244777306,5.0181123690624635e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.674865503009344,-3.6990545517776763,5.014855269884444e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.6210841725249585,-3.7207079302761823,5.0172433213121784e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.597065842368864,-3.535589778616538,5.020791903502814e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.662060984622367,-1.3332160710226622,5.0175691859761e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
Al2O3,3.0116858024402537,-3.3891697452361966,5.020692442969905e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.1920895379011176,-3.6550510877735842,5.016835622244803e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.3671729820528995,-3.4386602153149814,5.01943278258218e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,1.3331973719568808,-3.818049483597371,5.018334922817213e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
TiO2,1.3558414468812174,-3.5570467518315105,5.017396964358805e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
Al2O3,3.238996342988739,-1.484814807405764,5.018203344951444e-08,63919970.06626337,1.8100365650752792e-09,1.0807623788966492e-09
HfO2,3.726001454645534,-3.7360740762722466,5.017956818833455e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.6002017584785158,-0.9578421903745138,5.017496430176839e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
TiO2,3.1702243983772997,-3.143655822584556,5.017263594115013e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.6028692186911995,-3.56208937549368,5.016679418848546e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,1.4141912211939391,-3.817221577114712,5.017660916805935e-08,362287.1689926989,7.824620240626246e-07,2.905099216743423e-10
Al2O3,3.2875500967623372,-3.6471304637043533,5.017423267154825e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.4478994519010753,-3.6336470651921635,5.014570654782958e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.4110994267325987,-3.762192934957425,5.0170995438750005e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.2486963579192176,-1.279495412056658,5.018152242236838e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
Al2O3,3.36525942998706,-0.9677747365476743,5.0195956426630445e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
Al2O3,3.4483005834825766,-1.1892442555169498,5.0166723925437245e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
Al2O3,3.5013865206083956,-3.5911206341575403,5.0190812574939894e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.7511104690788066,-3.7307789705572056,5.018832348638819e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.615261439962601,-3.720690042528423,5.021548864426708e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.0374917131632473,-3.418456281686491,5.0191527349468716e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.248827385235206,-1.3204753111196506,5.0177787074307245e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
TiO2,1.3225966698955707,-3.4069957201736605,5.017661475494986e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
HfO2,3.7866769564125624,-3.7478673348034923,5.0177293141577835e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.949658659112801,-4.045929742297561,5.019039325012967e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.1189652108381276,-1.4107837637691363,5.018073678329048e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
TiO2,3.716034123198077,-3.7556086364081414,5.015245551327802e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.5984162513849887,-3.7451588573832706,5.0172055174000216e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,1.3234814262267653,-3.6105553676352096,5.0171481611581436e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
Al2O3,1.3004339154526787,-3.5467641351474453,5.016305438799179e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
Al2O3,3.416305101327951,-1.0783495890955086,5.018078986687976e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
Al2O3,1.2491397044235832,-1.1471747258510852,5.0165103966026726e-08,9494787455.80712,1.0122100206899631e-06,6.163505643363987e-11
HfO2,3.6805529137149486,-3.671754568000841,5.017180287742388e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,0.9917000978262724,-3.6067076098336783,5.018645567705526e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
TiO2,3.7415147062947307,-3.8577840847132117,5.01717883120747e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.7382188301354464,-3.832218936366592,5.020459354245112e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.862972680503897,-3.8970868404434267,5.020346153403275e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.6204076276415593,-1.0478830848430225,5.015831602675735e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
TiO2,3.5721371669352244,-3.7242212341218837,5.01663396056141e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.6740778046466556,-3.79337266772889,5.017548094081578e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,1.2380337547160736,-1.0151878721793106,5.01725219868096e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
Al2O3,1.2266368411168436,-3.681172484665249,5.0153177904920184e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
TiO2,3.6841963697463314,-3.679978957501485,5.0200574701134146e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,1.4634441775826443,-1.3885530871553762,5.018236450380628e-08,4112712.4947062405,8.01970031716337e-07,1.2076191435728134e-10
HfO2,3.661138377941497,-3.379493705643219,5.017015505564409e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,1.3125717312379408,-1.1947554835863379,5.0178067685394946e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
Al2O3,3.189738896943097,-3.3327955592731704,5.017825173786345e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.5822892086978735,-3.691175310603922,5.017031716550229e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.8861901945427206,-0.8929821262985285,5.0197173022140014e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,3.7240704928618937,-3.850131561652729,5.0155011314856687e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.2746374287984885,-3.4380894067327192,5.016347996886467e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.6599697402470692,-3.8039487715531592,5.019331533443135e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.1771638006184233,-3.3933185749633856,5.017491175002832e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.5106334703368285,-3.7784724332406414,5.021341247478263e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.5590785081649905,-3.3372747688865094,5.017043851859532e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.12596288012256,-3.3000208460883385,5.0173364492044045e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.561193855488579,-3.5159777394983647,5.018753827843058e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.686199956931107,-3.892121877676741,5.0141402350098326e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.861133841122239,-3.803064666784366,5.017124073162081e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.7122235023989,-3.8476314482349157,5.018041672655425e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.4597583061092623,-3.6229887355866177,5.018462351967649e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.2198734068748225,-3.4743223876322684,5.021585868516634e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,1.1022232732312662,-1.2551730098778706,5.0164678029041785e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
HfO2,3.6709252942846495,-3.718076129649519,5.0154563318115536e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.140627108233411,-3.2764800723744987,5.020303739124181e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.296833779506728,-3.5158605011619137,5.01760311075096e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.4046826681693982,-3.5822391395392486,5.0187813074569593e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.884155528433064,-3.9309003411723666,5.017764428982444e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.7796857315242516,-3.7729656202318322,5.018531226694748e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.5424676048131136,-3.6363893220804053,5.01756786889353e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.1970854656920196,-3.268706069429814,5.0211089158179304e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.407831938248414,-3.6813357462026737,5.0181565552608585e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.6123447395134924,-1.3475170777882912,5.018157456534388e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
HfO2,3.524283068905228,-3.67947157610428,5.016575202456325e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.3349249163835513,-3.3731454892306,5.019029659375794e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.460758507627358,-3.659037157017108,5.0192908471634267e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.7203215389140434,-3.78842522076299,5.018713265640112e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.313476747530637,-3.474852215063585,5.0190326812080946e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,1.2816206462472912,-1.205929205734526,5.018561073085794e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
Al2O3,3.6325269638548026,-1.11517070416425,5.018657567915999e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
Al2O3,3.047415011241279,-3.4369010360947256,5.017067467579464e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.657863330519378,-3.642456865817004,5.018426406923765e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.456220233752739,-1.1849195330253997,5.016137885305598e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
TiO2,3.5856048276063017,-3.717729602248381,5.0148569753910317e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.6379055831106077,-3.7259644185746126,5.018006222670882e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.6979274637476607,-3.8586202426152765,5.018453467901444e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.632936047202665,-3.6586187409255495,5.0185940224756716e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.6652663483832555,-1.0421089065919418,5.016499288770808e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
TiO2,3.781061225138399,-4.010129358865088,5.016185470808213e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.61750383249261,-3.8173351625104064,5.015926475175535e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.4148517788133743,-3.5581898047000533,5.0168207432674626e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.6903883023210344,-3.6527194614278202,5.018645266475052e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.324764357775215,-3.6583723590289616,5.0196861823666804e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
